address,area,city,country,crawl_date,guest_recommendation,hotel_brand,hotel_category,hotel_star_rating,image_count,latitude,locality,longitude,point_of_interest,property_id,property_name,property_type,province,query_time_stamp,review_count_by_category,room_area,room_count,room_type,site_review_count,site_review_rating,site_stay_review_rating,sitename,state,uniq_id
"Naiko Wado, Calangute Candolim Road,Bardez",Calangute Area,Goa,India,03-07-2016,57,null,regular,3,11,15.5395689,Calangute Area,73.76864624,"Club Cabana|Baga Beach|Thivim Railway Station|Candolim Beach|Calangute beach |Airport|Panjim City|Mapusa|Fort Aquada|Tito's|Madgaon Railway Station|Karmali Railway Station|St. Francis Church|Paradiso|Candolim Bus Stop|Calangute Beach|Titos lane, baga|Calangute Area|North Goa|Calangute Bus Stand",HTLGBO1000002168,Tangerine Boutique Resort,Resort,Goa,2016-07-03 04:30:46 +0000,positive reviews::27|critical reviews::29|reviews with images::5,16 X 16 Sq.ft.,36,Elite Room,56,2.8,Service Quality::2.8|Amenities::2.7|Food and Drinks::2.7|Value for Money::2.9|Location::3.4|Cleanliness::2.9,goibibo,Goa,330aaeb4c802b882f4c949a56f0f4eff
"Bakkhali Frezerganj, south 24 pgns , West Bengal India",Bakkhali,Bakkhali,India,03-07-2016,,null,regular,1,2,21.5611524,Bakkhali,88.2663447,Bakkhali,HTLGBO1000062532,Swarna Bishnu Awasan,Hotel,Bakkhali,2016-07-03 04:30:46 +0000,,,6,AC Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,West Bengal,b76de6efeba2929d7cf7ee4edaa355a2
"687, Main Road, Ariyakudi Village","Main Road, Ariyakudi Village",Karaikkudi,India,03-07-2016,50,null,regular,1,16,10.062698,"Main Road, Ariyakudi Village",78.7900372,"Main Road, Ariyakudi Village",HTLGBO1000010918,Thappa gardens Resort,Resort,Karaikkudi,2016-07-03 04:30:46 +0000,positive reviews::2|critical reviews::0|reviews with images::1,,2,Deluxe,2,4.5,Service Quality::4.5|Amenities::4.5|Food and Drinks::4.5|Value for Money::4.5|Location::4.5|Cleanliness::4.5,goibibo,Tamil Nadu,2119f6b2bc398f0eba358a81ee5f8751
"A-14, Phase-II, Taj Nagari, Fatehabad Road",Fatehabad Road,Agra,India,03-07-2016,87,null,regular,3,30,27.1555247,Fatehabad Road,78.0499701,AMIT JAGGI MEMORIAL HOSPITAL|Taj Mahal|Mugal Bazar|Dr Upadhyay Hospital|Fatehabad Road|U P Handicraft Bazar|TDI Mall,HTLGBO1000049976,Taj Heights,Hotel,Agra,2016-07-03 04:30:46 +0000,positive reviews::14|critical reviews::2|reviews with images::2,15 X 15 Sq.ft.,54,Deluxe Room with free Wifi,16,4,Service Quality::3.8|Amenities::4.1|Food and Drinks::4.4|Value for Money::4.0|Location::4.1|Cleanliness::4.4,goibibo,Uttar Pradesh,c1f25daf2fa78356b35db4dedf1fb34c
"1012, Shukrawar Peth, Near MCCIA Swargate Circle",Others,Pune,India,03-07-2016,100,null,regular,0,8,18.5018322,Others,73.8635912,Ramamani Iyengar Memorial Yoga Institute|Race Course|Prabhat Cinema|Deenanath Mangeshkar Hospital|Kamla Nehru Hospital|Jawaharlal Nehru Stadium|Sahyadri Hospital|AFMC College of Nursing|Nehru Stadium|Chaitanya Hospital|Poona Hospital &amp; Research Centre|Vishrambaug Wada|Others|saras baug|Shaniwar Wada|Nucleus Mall|Swargate ST Stand|Raja Dinkar Kelkar Museum|Tilak Road|Universal Hospital|Pune Airport|Lokmanya Hospitals Joint Replacement Center|National War Museum|Bharati Vidyapeet University|Sancheti Hospital|National Institute of Ophthalmology|Anandibai Narhar Gadgil Hospital|Pune Junction Railway Station|Pataleshwar Cave Temples|dagdusheth ganpati|Parvati Hill|Poona Hospital & Research Centre,HTLGBO1000067310,sundaram hotel,Hotel,Pune,2016-07-03 04:30:46 +0000,positive reviews::0|critical reviews::1|reviews with images::0,,10,Standard Room,1,2,Service Quality::2.0|Amenities::1.0|Food and Drinks::2.0|Value for Money::2.0|Location::3.0|Cleanliness::3.0,goibibo,Maharashtra,d49c6bcadc2813f6eef8197c649e9c45
"Devakottai Road, Senjai",S.A.R.M. House,Karaikudi,India,03-07-2016,,null,regular,1,17,10.062698,S.A.R.M. House,78.7900372,S.A.R.M. House,HTLGBO1000010904,The Bangala,Hotel,Karaikudi,2016-07-03 04:30:46 +0000,,,10,Rooms,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Tamil Nadu,dbd99191b8a8c8a01d45db3ed6b63167
"N.S. Phadke Road, Off Western Express Highway, Andheri (East)",Andheri,Mumbai,India,03-07-2016,75,null,regular,3,8,19.11416327,Andheri,72.85168717,Mount Mary Church|Juhu Beach|Gateway of India|Seepz Industrial Area|International Airport|Bandra Railway Station|Bandra Kurla Complex|Kurla Railway Station|Nehru Planetarium|Mahakali Caves|Jogeshwari Railway Station|Vile Parle Railway Station|Santacruz Station|Andheri Railway Station|Chhatrapati Shivaji International Airport|Garware Hosue|Andheri|Milan Subway|Marol Naka,HTLGBO1000000377,Suba Galaxy,Hotel,Mumbai,2016-07-03 04:30:46 +0000,positive reviews::52|critical reviews::2|reviews with images::3,12 X 10 Sq.ft.,40,Standard Room (Single),54,4.4,Service Quality::4.3|Amenities::4.3|Food and Drinks::4.6|Value for Money::4.4|Location::4.4|Cleanliness::4.5,goibibo,Maharashtra,a83584ac71d4285c27e36c82178a62bd
"Above Barfung Primary School,Barfung, Sub division,, Ravongla, Sikkim 737139",Barfung,Ravangla,India,03-07-2016,,null,regular,1,6,27.3065811,Barfung,88.3639986,Barfung,HTLGBO1000073478,The Barfung Retreat,Resort,Ravangla,2016-07-03 04:30:46 +0000,,,4,DELUXE ROOM,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Sikkim,03b64e7e823b71ed8c2c13329d728c63
"Cobra Vaddo, Calangute",Calangute Area,Goa,India,03-07-2016,100,null,regular,0,0,15.541667,Calangute Area,73.761944,"Candolim Bus Stop|Calangute Beach|Titos lane, baga|Baga Beach|Calangute Area|North Goa|Calangute Bus Stand|Candolim Beach",HTLGBO1000029052,St Anthony Guest House Calangute,Guest House,Goa,2016-07-03 04:30:46 +0000,positive reviews::1|critical reviews::0|reviews with images::1,,7,Standard Non AC Room,1,5,Service Quality::5.0|Amenities::5.0|Food and Drinks::5.0|Value for Money::5.0|Location::5.0|Cleanliness::5.0,goibibo,Goa,c0bcb23bac797ca0a669407a56c075de
Chulung Old Road Leh,Old Road,Leh,India,03-07-2016,62,null,regular,3,34,34.1614436,Old Road,77.5820959,Archery Stadium|Namgyal Tsemo Gompa|Old Castle Tsemo Hill|General Zorawar Fort|Namgyal Tsemo Monastery|Leh Palace|Kushok Bakula Rimpochee Airport|Old Road|Zoravar Singh Fort|Golf Course|Khardung La Pass,HTLGBO1000012578,The Auspicious Ladakh,Hotel,Leh,2016-07-03 04:30:46 +0000,positive reviews::13|critical reviews::3|reviews with images::2,18 X 16 Sq.ft.,49,Comfort Room,16,3.9,Service Quality::3.9|Amenities::3.8|Food and Drinks::4.1|Value for Money::3.9|Location::4.0|Cleanliness::4.1,goibibo,Jammu and Kashmir,1098addab3c91399192ee94df20a0570
"group theaters,tirupati",Main Town,Tirupati,India,03-07-2016,,null,regular,0,11,13.6739092,Main Town,79.3511379,Silathoranam|Main Town|Sri Venkateswara Temple,HTLGBO1000087706,Ssb Residency,Hotel,Tirupati,2016-07-03 04:30:46 +0000,,,14,Double Bed AC Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Andhra Pradesh,26833a0904737ad9fbe481956e89c897
"Tabo, H.P",Tabo,Lahaul and Spiti,India,03-07-2016,,null,regular,0,5,32.091517,Tabo,78.3833783,Tabo,HTLGBO1000076254,Tabo Millennium Guest House,Guest House,Lahaul and Spiti,2016-07-03 04:30:46 +0000,,,6,DELUXE,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Himachal Pradesh,9d29c0d2e892fb6f2685106779093a8c
"C 12,Panchsheel Enclave",Hauz Khas,Delhi,India,03-07-2016,100,STEPiNN,regular,0,9,28.543955,Hauz Khas,77.229504,DLF courtyard|Hauz Khas|Pushpawati Singhania Research Institute|Khirki Masjid|District Court Saket|Masjid Moth|IIBMS|Fortis La Femme|Metro Station Hauz Khas|Siri Fort|South Delhi,HTLGBO1000025860,STEPiNN Panchsheel Enclave,Guest House,Delhi,2016-07-03 04:30:46 +0000,positive reviews::0|critical reviews::1|reviews with images::0,,15,Deluxe Room,1,2.6,Service Quality::2.6|Amenities::1.6|Food and Drinks::1.6|Value for Money::2.6|Location::2.6|Cleanliness::2.6,goibibo,Delhi,4a3ebb95fd496538a0b7db5c3e91ce3f
p k layout,Main Town,Tirupati,India,03-07-2016,,null,regular,1,2,13.6403071,Main Town,79.4176391,R S Shopping Mall|Tirumala Tirupati Devasthanam|Titupati Railway Station|Main Town|Tirupati Bus Stand,HTLGBO1000039828,surabhi residency,Lodge,Tirupati,2016-07-03 04:30:46 +0000,,15 X 15 Sq.ft.,15,Deluxe AC Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Andhra Pradesh,49b6a7691f81aa9bd2b8a64f66163d1c
Ghat No  Boulevard Road Near Zabarwan Park Dal Lake Srinagar Kashmir,Others,Srinagar,India,03-07-2016,,null,regular,2,8,34.1105857,Others,74.8682569,Pari Mahal|Dal Lake|Nishat Bagh|Others|Mughal Gardens|Chashma Shahi|Nagin Lake,HTLGBO1000062886,Texas Deluxe,Houseboat,Srinagar,2016-07-03 04:30:46 +0000,,,1,Deluxe Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Jammu and Kashmir,356508cac981b843cb8e4b7b2d5f9e1e
"No 9, Jayanthi Nagar, 200th Feet Road, Kolathur",Others,Chennai,India,03-07-2016,65,null,regular,3,9,13.1196968,Others,80.2185372,Others|Spectrum The Grand Venus Mall|Perambur Station,HTLGBO1000014040,SRM Grands,Hotel,Chennai,2016-07-03 04:30:46 +0000,positive reviews::14|critical reviews::6|reviews with images::2,11 X 12 Sq.ft.,8,Executive Room,20,3.5,Service Quality::3.3|Amenities::3.1|Food and Drinks::3.8|Value for Money::3.4|Location::3.3|Cleanliness::3.5,goibibo,Tamil Nadu,9d5dbad7312e394b21ccf6e2026f46c0
"P C Nilaya, Thalathmane Road, (Mangalore Road) , Madikeri",Madikeri,Coorg,India,03-07-2016,,null,regular,5,13,12.41289491,Madikeri,75.7355624,Omkareshwara temple|Madikeri Fort|Madikeri Bus stand|Mercara Downs Golf Club|Madikeri|Gaddige,HTLGBO1000067690,Stay Coorg,Homestay,Coorg,2016-07-03 04:30:46 +0000,,,5,2 BHK,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Karnataka,18d3228cd3dbffcae15fb7f8d79a9ea1
"Next To Margao Kadamba Bus Stand, Behind New Collector`s Building Near J N Stadium Fatorda",Margao,Goa,India,03-07-2016,100,null,regular,0,2,15.2898636,Margao,73.9571734,Seraulim Railway Station|Apollo Victor Hospital|Pandit Jawaharlal Nehru Stadium|Carmel College|Hospicio Hospital|Madgoan Railway Station|South Goa|Margao,HTLGBO1000030912,Sunaina Hotel,Hotel,Goa,2016-07-03 04:30:46 +0000,positive reviews::1|critical reviews::0|reviews with images::1,,8,Standard Non A/C Room,1,4,Service Quality::4.0|Amenities::4.0|Food and Drinks::4.0|Value for Money::4.0|Location::4.0|Cleanliness::4.0,goibibo,Goa,c1b7733917c9f208ed0a09c035fdb92f
"2558, Near Post Office, Malvan.",Post Office,Malwan,India,03-07-2016,,null,regular,0,12,16.0630693,Post Office,73.471054,Malvan Marine Wildlife Sanctuary|Tarkarli|Post Office|Snorkeling,HTLGBO1000074554,Sunpark Homestay,Homestay,Malwan,2016-07-03 04:30:46 +0000,,,8,AC ROOM,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Maharashtra,8269c4b228710a3801ec9229a2f86ffc
"Valvan, Lonavala",Valvan,Lonavala,India,03-07-2016,,null,regular,0,2,18.7493892,Valvan,73.4080759,Bhairavnath Temple|Bhaja Caves|Lonavala Railway Station|Bushy Dam|Tungarli Lake|Lonavla Lake|Bhushi Dam|Manranjan Fort|Valvan|Rajmachi Wildlife Sanctuary,HTLGBO1000034750,Sushila Guest House,Service Apartment,Lonavala,2016-07-03 04:30:46 +0000,,,1,3BHK,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Maharashtra,ec338fa84cfe424522c8b6a92d63fae5
"No.108 ABCD,, Madurai Rd ,Tirunelveli Junction,",Madurai Road,Tirunelveli,India,03-07-2016,,null,regular,0,5,8.7372741,Madurai Road,77.7121311,Madurai Road|Ariyakulam Bird Sanctuary|Vidivelli Achiramam|Allagammai Kashi Vishvanathar,HTLGBO1000076060,Syed Tourist Home,Hotel,Tirunelveli,2016-07-03 04:30:46 +0000,,,6,A/C SUITE ROOM,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Tamil Nadu,4c944df83bf016cede6abc3506ab5303
"148,1st Road,Bapuji Nagar,Near Durga Mandap,Bhubaneshwar,Orissa,751009",Others,Bhubaneswar,India,03-07-2016,50,null,regular,0,14,20.2606561,Others,85.8307059,Others|Lingaraja Temple|Kalinga Stadium|Biju Patnaik International Airport|Orissa State Museum|Orissa University of Agriculture and Technology|Bhubneshwar Railway Station|Lingaraj Railway Station|Dhauli Giri|Local-Lingaraj Temple Road,HTLGBO1000055224,TAJ PALACE,Hotel,Bhubaneswar,2016-07-03 04:30:46 +0000,positive reviews::1|critical reviews::1|reviews with images::0,,24,AC Double Bed Room,2,2.5,Service Quality::2.5|Amenities::2.5|Food and Drinks::2.5|Value for Money::3.0|Location::4.5|Cleanliness::2.5,goibibo,Orissa,e736a62c052963d213df30355259e7fd
"200, Radhaswami Nagar, Nemawar Road, Teen Imli Sqaure, Indore (M.P.)",Nermawar Road,Indore,India,03-07-2016,100,null,regular,0,10,22.6905361,Nermawar Road,75.8838032,Bada Ganpati Temple|Omkareshwar Temple|Meghdoot Upvan Garden|Devi Ahilyabai Holkar Airport|Nehru Stadium|Lal Bagh Palace|Indore Junction|Sukh Niwas Palace|Rajwada Palace|Sarwate Bus Stand|Indore Museum|Nermawar Road|Annapurna Temple|Krishnapura Chhatris Tomb,HTLGBO1000062544,Surbhi Hotel,Hotel,Indore,2016-07-03 04:30:46 +0000,positive reviews::0|critical reviews::1|reviews with images::0,,3,Non A/C Room,1,1,Service Quality::1.0|Amenities::1.0|Food and Drinks::1.0|Value for Money::1.0|Location::1.0|Cleanliness::1.0,goibibo,Madhya Pradesh,b755a5cb87e0f3fa2993ed6914988656
"02, Paota Fort Rd, Polo 1st Paota, Paota, Jodhpur, Rajasthan",Paota Circle,Jodhpur,India,03-07-2016,,null,regular,0,3,26.2974632,Paota Circle,73.0374532,Umaid Bhavan Palace|Mahamandir Temple|Paota Circle|Mehrangarh Fort|Jodhpur Railway Station|Umaid Club|Jodhpur Airport|Jalori Gate|Nagauri Gate|Jaswant Thada,HTLGBO1000063836,Sunrise Hotel,Hotel,Jodhpur,2016-07-03 04:30:46 +0000,,,6,Deluxe room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Rajasthan,8e0d6ce26a72e11afa55a02ad1f3884f
"Near Pench National Park, Village awarghani, kurai",Kurai Seoni,Pench,India,03-07-2016,,null,regular,0,6,21.8106608,Kurai Seoni,79.5069436,Kurai Seoni,HTLGBO1000063994,Taj Baghvan,Resort,Pench,2016-07-03 04:30:46 +0000,,,12,Deluxe,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Madhya Pradesh,21324367e5d5e8f977254af4f1d21c5e
"kavanattinkara- near, 315 co oparitive bank bus stop, gonginikari, Kottayam",Kottayam Dist,Kottayam,India,03-07-2016,,null,regular,0,9,9.5915668,Kottayam Dist,76.5221531,Kottayam Dist|Kottayam Station|Marmala,HTLGBO1000067346,Sylvania Tourist Enclave,Cottage,Kottayam,2016-07-03 04:30:46 +0000,,,4,Cottages,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Kerala,522ee158ab4413701d37664e947e8e2d
"No. 4/1116, Blake Hr Sec School Road, Maharnonbu Chavadi, Thanjavur",Thanjavur Junction,Thanjavur,India,03-07-2016,,null,regular,5,41,10.78120302,Thanjavur Junction,79.148506,Thanjavur Junction|Thanjavur Royal Palace|Grand Anicut|Great Living Chola Temples|Thanjavur Art Gallery|Thanjavur Railway Junction|Brihadeshwar Temple,HTLGBO1000045432,Svatma,Hotel,Thanjavur,2016-07-03 04:30:46 +0000,,,11,Millennium Deluxe,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Tamil Nadu,afe518086b023d07b711370a926f14b2
"Basin Road,Near Ernakulam Vegetable Market, Near High Court Junction,Ernakulam",Ernakulam,Ernakulam,India,03-07-2016,92,null,regular,0,18,9.9834748,Ernakulam,76.2742259,Ernakulam Junction|Ernakulam|Bolgatty Palace|Jewish Synagogue,HTLGBO1000029842,St. Antony's Lodge,Lodge,Ernakulam,2016-07-03 04:30:46 +0000,positive reviews::10|critical reviews::3|reviews with images::1,,2,Standard Single,13,4,Service Quality::4.1|Amenities::3.9|Food and Drinks::5.0|Value for Money::4.4|Location::4.1|Cleanliness::5.0,goibibo,Kerala,7969ea50a090c992df704d42aecb5e56
"JMJ House ,Hiranandani Gardens, Orchard Ave, Panchkutir Ganesh Nagar, Powai, Mumbai",Powai,Mumbai,India,03-07-2016,85,null,regular,3,18,19.12134673,Powai,72.90977678,Hiranandani Gardens|Powai|Kanjurmarg Railway Station|Chandivali Studio,HTLGBO1000004809,The Beatle,Hotel,Mumbai,2016-07-03 04:30:46 +0000,positive reviews::13|critical reviews::1|reviews with images::2,,35,Deluxe Room,14,3.9,Service Quality::3.9|Amenities::4.0|Food and Drinks::4.7|Value for Money::3.9|Location::4.3|Cleanliness::4.0,goibibo,Maharashtra,a21ceaf6133137ba5005b1e30881b699
"House No 8-2-684/3/K/36,Plot No 36, Road No 12, Banjara Hills, Hyderabad - 500034, Near Kanakadurga Temple,Mla Colony",,Hyderabad,India,03-07-2016,,null,regular,0,10,17.385044,,78.486671,Hyderabad Deccan Railway Station|Salarjung Museum|Secretariat|Osmania General Hospital|MPM Mall|Mecca Masjid|Birla Mandir|Purani Haveli|NTR Garden|Ravindra Bharti|Mahatma Gandhi Bus Station|Charminar|Snow World|Nampally Railway Station|Laad Bazaar|Chowmahalla Palace|Lumbini Park,HTLGBO1000071672,SSV Homes,Service Apartment,Hyderabad,2016-07-03 04:30:46 +0000,,,4,Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Andhra Pradesh,7a9f9ead7b4bc4bb6f89b3669bb5efb5
"Nehru Park ,Gate No 14, Dal Lake, 190001 Srinagar, India",Nageen Lake Area,Srinagar,India,03-07-2016,100,null,regular,0,4,34.1105857,Nageen Lake Area,74.8682569,Nageen Lake Area|Pari Mahal|Dal Lake|Nishat Bagh|Mughal Gardens|Chashma Shahi|Nagin Lake,HTLGBO1000043342,Taj Mahal Group of Houseboats,Houseboat,Srinagar,2016-07-03 04:30:46 +0000,positive reviews::1|critical reviews::0|reviews with images::1,,3,Deluxe room,1,4,Service Quality::4.0|Amenities::4.0|Food and Drinks::4.0|Value for Money::4.0|Location::4.0|Cleanliness::4.0,goibibo,Jammu and Kashmir,e527493abb7df0a5c789472d5549df62
"Village: Tala Bandhavgarh,  Tehsil Manpur, District Umaria, M.P. Pin 484661",Village Tala,Bandhavgarh,India,03-07-2016,83,null,regular,4,29,23.6460187,Village Tala,81.0312989,Village Tala,HTLGBO1000012664,Syna Tiger Resort,Resort,Bandhavgarh,2016-07-03 04:30:46 +0000,positive reviews::5|critical reviews::1|reviews with images::2,,15,Luxury Cottages,6,3.1,Service Quality::2.7|Amenities::3.1|Food and Drinks::3.1|Value for Money::3.3|Location::3.5|Cleanliness::3.1,goibibo,Madhya Pradesh,da5dbaff6539e25879364615461ac27c
"E 1/8 SUDAKSHINA ESTATE (B) ,96, RAJA S. C MALLICK ROAD",Mallick Road,Tajpur,India,03-07-2016,,null,regular,0,8,21.6266172,Mallick Road,87.5074315,Mallick Road,HTLGBO1000080468,Tajpur Retreat,Resort,Tajpur,2016-07-03 04:30:46 +0000,,,3,Deluxe Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,West Bengal,5f7cc4db5e1bdd6f0a8a8d483631328e
"fifth floor, kashyap business park, big bazaar,bailey road, Patna 800014",Bailey Road,Patna,India,03-07-2016,0,null,regular,0,10,25.6060321,Bailey Road,85.077343,Lok Nayak Jayaprakash Airport|Phulwari Sharif|Jewar Market|Mahavir Mandir|Patna Museum|Bailey Road|Patna Railway Station|Patna Golf Club,HTLGBO1000086182,The AVR Hotels and Banquets,Hotel,Patna,2016-07-03 04:30:46 +0000,positive reviews::0|critical reviews::1|reviews with images::0,25 X 12 Sq.ft.,30,AVR Premium Room,1,2,Service Quality::3.0|Amenities::2.0|Food and Drinks::2.0|Value for Money::2.0|Location::3.0|Cleanliness::2.0,goibibo,Bihar,b37c525575f7d70e9287af8619319366
"1901, Sai Sapphire building, powai vihar complex, near maple resturant, powai, mumbai 400076.",Powai,Mumbai,India,03-07-2016,50,Executel,regular,0,30,19.1167749,Powai,72.9031062,Chhatrapati Shivaji International Airport|Chandivali Studio|Powai|Vikroli Railway Station|Kanjurmarg Railway Station|Marol Naka|Ghatkopar Railway Station,HTLGBO1000065782,Ssapphires Hospitalities (Sai Sapphire),Service Apartment,Mumbai,2016-07-03 04:30:46 +0000,positive reviews::2|critical reviews::0|reviews with images::0,,35,Deluxe,2,4.8,Service Quality::4.8|Amenities::4.8|Food and Drinks::4.6|Value for Money::4.8|Location::4.8|Cleanliness::4.6,goibibo,Maharashtra,0e7e1bfd7d5b157b6c1622ff632c3bf1
"takdah cantonment , Post takdah",Others,Darjeeling,India,03-07-2016,,null,regular,0,4,27.0375418,Others,88.3603576,Others,HTLGBO1000061060,Takdah heritage colonial,Bungalow,Darjeeling,2016-07-03 04:30:46 +0000,,,3,Double Bed Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,West Bengal,35d36efa8f8dde5d18534ac3513fa79f
"H.no 74, Sector 2, Vibhav Nagar, Agra",Fatehabad Road,Agra,India,03-07-2016,,null,regular,0,10,27.1604954,Fatehabad Road,78.0285555,,HTLGBO1000080390,TajMahal Home Stay,BnB,Agra,2016-07-03 04:30:46 +0000,,,4,Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Uttar Pradesh,41ce7066bf3f1c27ebfc5aeb91815321
"C117,  South City 2, C-Block, Gurgaon",Old Gurgaon,Gurgaon,India,03-07-2016,,null,regular,0,6,28.4172641,Old Gurgaon,77.0528991,Infospace|Celebration Mall|Emaar MGF Palm Square|Good Earth City Centre|Old Gurgaon|Cyber Park|Tau Devi Lal Stadium|Huda Gymkhana Club|SPADE INFOTECH PVT LTS|Artemis Hospital|HSBC Bank|Medanta Hospital|Omaxe Celebration Mall,HTLGBO1000053612,Supreme Residency C-117,Hotel,Gurgaon,2016-07-03 04:30:46 +0000,,,5,Deluxe Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Haryana,9c05636c046d79850015bed1a1aef104
"A-3, District Centre,Select Citywalk, Saket",Saket,Delhi,India,03-07-2016,78,null,regular,4,13,28.5293293,Saket,77.2187648,Saket|Metro Station Hauz Khas|Khirki Masjid|Qutab Golf Course,HTLGBO1000003882,Svelte Hotel &amp; Personal Suites,Hotel,Delhi,2016-07-03 04:30:46 +0000,positive reviews::58|critical reviews::13|reviews with images::9,15 X 15 Sq.ft.,77,Executive room,71,3.9,Service Quality::3.7|Amenities::3.9|Food and Drinks::3.6|Value for Money::3.8|Location::4.4|Cleanliness::3.8,goibibo,Delhi,72d45b5eb7c2bfd117d49bb8ce72a1f3
